userId,converted
733cfb042af149fe91b9d7de0f9c6bc9,False
319251090b0d41ce8d2c0edeb0d88621,True
6c381fd5abdd40859fd9380333331017,True
59eef2fa065243e08b1adbf1ce5bdb29,False
f55cc7bc46424ccd8375bc26fa52c031,False
58862e43308b44bb82fce4ae8b82ba98,False
7b8331041fdc4a0481ac385b7dc4d092,False
6f6ae5b3e8bc46a8914cdab96c209af2,True
d44255b234b441609f1d15106672cf1a,False
334ac368db9c4bd7893ccaf2f5b4b283,False
1db604ce59bb44c89650fac6779f6ff1,False
724885525e73464fa6cbffbe73ab7035,False
02acdc0ab5f7448d913db47be1026377,False
9c6da2853e1640fa830694a4cefe1413,False
b2f18724aedb4c8089ed1aa53b3e8b97,False
892b9f2bccea480ba7e9b62c809b2233,True
63ec9673bfa643d9920ae816a423406b,False
587bb9d584f3410b85bac7ebeedef55c,False
5bfc2a0e8c9b4a1d93dd707387b71c27,False
d594faa950ba4e118b9a4a3584806295,False
359d1df9793b4d749f6cfa3684397f39,True
a4ed881fc8e34edeafb80eed519fa5a8,False
9a1327f7e7d94aafa87477099f24f448,False
1326b51bb90049f8a03c477010904664,True
840f01bdac3f4d4cb080918732bf3ec0,False
7fc95853931b43aea318a69290efafe8,False
703edfe749c148cdb9f9b96c05364d85,False
dc8a2d2dd93f47e18c67d0d6c3d47ad8,False
2ee5a6a6b2ea4f36aea86a6bd4dbd213,True
0f5b7b5877c045c29e6c5f1ecf84c35c,True
defd8b88a5d84c6e8da891452281c45c,True
f515e2a39cf341ed8409e49cb2e5401e,True
3a8836123f1d444889428cfc6831291b,False
41e039b7cc19452bb3200ddd7b980d22,False
d7e1fe1f4c8346c9be779fbcad962f56,True
3cfd4c01297a45e39f86c13af1cdb9fc,False
da14b2a5fa544922a76e9f72152b472f,True
c481c10820cd469e8ccae83e52c553a0,True
c2d7cab39917481490b39692bfa1b45a,True
c8d3b1d3e9ab439cb52e03ec78a04216,False
2ef4f7c3a12148c18e0571b4e84fa3df,False
1ce9e36b01e847f387d85b70e1ec2630,False
fa12bd8e33984ea390af198a24a988a7,True
5e522140a183451b9e4eba5d8a788166,False
7ca5e59ddc894e30bc4c016f5c0779e5,True
0c2aac3a65974d1cb7b2d44b94e7df6b,False
d676eb39990a4549acbad397ea6b7f25,True
967b170c32ec45628092ee74f5042206,True
a576f27441c842038ca78a22850c78a9,True
5227808a99c640fdbe72695d2814a71e,False
254f664f15f343fbb4f768c506e4e32a,False
8b2bfa975a4747f9a0cc9cfbbda54afd,False
e92ea6076b274fb98aa543c4c7d3d9f3,False
53759a44e0ca4bc28f8f2e0338e63002,False
8dd66b2071ff48fd9be1ea75191fd892,True
518dbd03459e40ccb01a9e453f76080b,False
cbbcd306da7f4c8fb1a49584e366486b,False
93f11c76d83640f8847750748347e7f8,True
d69808b091bb4749a65cc7acc0ad916f,True
e9ddf64f89874d84a2727a4ff73279c8,False
6a2402ee30ba456ba79a4e3aa3cdd790,False
b3a99a84469441229c640957f8cc5586,False
e5c56829b063484d867b657be9d2d09d,False
c7a73dd323b84b6cb3b98f26bb1c6a03,True
e9cd4698ffcb4dd7b7f9f7b706724b18,False
88a34b64c2604804bf2416726f2f6fa4,True
4a80c06e0d834a1a97c70f53825a0669,False
3d52393bef3e426eb4a3c89c6d0b4002,False
2be873a67e804e5f91292d55e3d3b202,False
b86f9d654c8d4256822bf5cc323bb472,False
5d6d94b4d0204338bb3f7c1ac31f4273,False
73fe125c21de474f915393fa1ab3969a,False
629523b5596d429cae8772e3cd84efff,True
8428ae4d078a4dd4acda582c20600e8d,False
efcec944909d4ba6ae0840ce4c2992af,False
3b7a0e148ed5464f91e0b02680a76cf3,False
68944ee24ea94226a8eb16f396ef99ed,False
c173373ddd904574830bc5dfb26b36ed,False
dee3e727b0f14f9e98722457f2c8f166,False
aaba507f8e7e428d820ef1dcbd888b57,False
1ff851d84f0349d4a0c920afc861cc4f,False
5b3bdfdc83e34a90838e05bed962374d,False
f3e2b4cd328547d7bbdceb5aac22c5cd,True
9ec64d3daf2945528618dd2a979f6e72,False
f5a9c59107b646458a84d2f60bce45df,True
8c080f4fbc01437b858a6b9505656a5d,False
810549de806140a5a3c35fb06ecae8b2,False
abb3e482617c4b599e5d28f2e1da1197,True
2d5c5fda1ac445808aa7e2f22eac076a,True
8b5b5102d73948fdb2ba655f90435844,False
26cfc08a4b044f48b247b50fcf314178,False
44bca5106b014344ab1753e095055c50,False
cb70bc1df06048a395f1a38381b03ef3,True
1ac1aaa0d679437dbf542ac30d0bbe83,False
0c6b16becec942cc8a8ca7ea79cde3e6,False
9b20962b697c470eb8eb44e38b76d63f,False
8ee0959c9ce04c66ac3969b73a96387c,False
29106898402b44d2adf3288bbad3a9c2,False
95b8d0aede6c41f9b419079e311bb5d3,True
6e106d65d6364a73954abbc74159ec39,False
9d46da7fda144699869225f69476ff90,True
6295380d8ace4593ac9dae38e3b1845f,False
44b3a12d89ef41169dafd91719410da3,False
c235d0c0d9e44858a4c0b612a843b015,False
089c6353a5aa465f9e0047e19ea1d496,False
7cc9855b047141ffbe0ebc43da2f4012,False
22b931c085bd45d38d9e8e9219207cf8,True
12bd11f8aadd4ca38e577f5067bd6aee,False
acfd6d869fdc429a85afd24dcc1f4366,True
8b5e62064a21482b9752cba3b77287d6,True
e7644923c44041d485512b80d78b1ea0,False
5ad784d3554945e7b655d86d24d307a7,True
9370d4c2de714846abc455efb4e3f3e8,True
8bdac223f11340d383d3cd12601a099f,False
c87b8691143141a1936720d79d6526a6,False
9ea4504e1be44a8b9dca51a5b0fbd057,True
6c69013a22224c02b49478308357da85,True
1074f82d581847dea7da0b1ac0154ed1,True
59cfbbca10e74385a4bca9bb5f202d02,False
77a1630b831f4cf68cbe10e8ae10be16,True
2129642d8e6c4e14a870fa4e629be8ce,True
d3c80e9a662f4e7da83d2ca200c62459,False
437afb2827754bc2896283dd455a6067,False
12c95ab312174f3d857bd6b209c415c3,False
fae0e6d89efb4ff69fec9dbdc54121d9,False
1e499d07397347378da87ac9cbc7942d,False
f855598879ea48a593be1efdd1cf7e0b,False
f3e43285cd2d460b9bd598c783452a44,False
3de8e5a0540a4aee8a4ea386668ce6b1,False
735dd6f33dff4d8494081eda57de1890,False
4d6fa4df4c084432859bd48363182917,False
79d18fb01c374b40be948dd5dc240e4d,False
54e91d9353824e8d8945baf4b0be0cff,True
0d538617378d4a61a0e5404c26efc83d,False
623b649074b049e886823d17653b8fcc,True
2a5fcfdd1cbc44548afa54de33c172ff,True
e71fffc20e624ba0ac8014a7a010a298,True
63af7271498749caa104cbfc058cf2e4,False
92e68702392647d2abeae967630706ab,False
207a07568ebe423599a9ecf601931edf,False
5b61dc1c1c7c4247b4a813cd609a05c6,False
aa58d060e8f84358b3a2dae6392d8c39,False
78ce0a401bef43f49f8bac3d53f7fecc,False
b8850b47a3664e8a967e8421de6e55ff,True
ee28d0073d3f4791a9c21edce1bb9d64,False
7c0f7b64c9e944ddb257a721dfa66f71,False
629da6be57d548d49bd52065a8ef9f5f,True
86299ebc2dc94775a544f584441fc9c3,False
9d6687040a7543cc85ab3f098b0666dc,False
49ebeea1fb9543859a6152125c14eefe,False
1fe5f09450a948b0b97cc708484ca6b8,False
802b8a361bf04287ab03961ab7939995,False
a72bd7a9ccdb48d98692e861d2fcf6ec,True
05db1e2d57be4de5b5a2ab9fb4aec3fb,False
117592946b754d249aea0d039955e07f,True
8bdc82bdb3f147cf8b98e078b8ba5e2f,False
47f1c49fcf224b9fb79850974873c5cb,True
08fdd0a7d3a144dc8a0091b81f653616,False
b1e7b0ae74e445d88382ab4e11b448af,False
8448346e4de54f5687182d3411ae65d8,False
a1a92bc3a6264c13bd813f90e818ba6f,False
7dbc7f98ac5541e4a96176b7d0255e23,False
9a856d8eab454cc8809a257506c41ddf,False
d5450e14547d4f798432a9c3fd538370,True
480859caf87c4aa8b875a11a730d549a,False
d5d184e62e7949dbbba12985e6c17d8c,False
0cd6e01008f043409b66d96531cda822,False
4d52002385ac48cfb5e70d2511dea8b8,False
2a00fb8dfe304c31ac314819dc3a9d06,False
1631f58267e9404fbe873f66fe38d0de,False
9b73bc5fbc6947fdb42caa7ac475a401,False
378003314a354c2a90dab445330a6f1a,False
d8b07f4a4347488f9f4caf0e35cf60c5,True
530a3bf2b8fa4aa9b63e2c5cfdfa6436,True
cf368c2253c549c8984e2c3d3362d6ca,False
e48d455216da4f2e89eef936c64ce88e,True
4761d5bbb8db469eafe0510a63fc7689,False
d77c83bc5b984b2782a0252e4f8fa7de,False
6deafe9312a445e4b33fc14da28587e6,False
1d6948d9653940a2a4784c1ad2d4ce84,True
de2a514e02e440d896ddaf2eb4bc0a35,True
ddd56dedab1e4bb2b25fcc8e7a2cdcf6,False
32fbfb2d8ad8497299b3dec3dd24c936,True
8ae98def18ec47ef9547ccf6803e4a76,False
2812d3e1abef4c04a7f08642371e3b35,False
f883599d57574d369496dd6645ddd83d,True
f2f68e811a064a52a6497939bdd635df,True
5eb2fa9bf12049f9a2f5dc86c0e31073,False
3a08ac7ad4b64d22b2ccae888c34cbcc,False
05588be7c77240fb90c2d5f0157694dc,False
bf846ce9f79b458783dbea3dcb25306e,False
ad271675f1b84bb5a9b760a1962d0204,False
c61b0ee07f1447a08eb2e5eaf04230b8,False
5e6ac332be4f4dd98a4af92fd4eb9ceb,True
eeb91d8a7c5a471eb7003a54a35474d9,False
f3034451a13d4a789b836d132429d714,False
7c2a4be761a2455fa6aab28ac61c409f,True
976c04b8642b4786aac000ff07378862,False
d740bd64dcee4fff8d15900b871201e5,False
f1c22a0cd6bf4c66a3ec660e14d9932e,False
e4f8bbcff4fe4feb9c61c5acc96d9c86,False
5454175146a1466c8085509b31a5dcd8,False
6060f844c9f540b49579b7f2fcf9a49b,False
652197968d8941099289ddf84b74d16a,False
0fb1f1b4687d4063b4d5bf1aaac9476c,False
aee86b6aad7a49a9ac452461e234969b,False
b34585792a9d4b58af60af92ec45ac17,False
36d20a0a81a14f39a997feae947fbaf0,False
8c7ca9bcfdf547d8a285c4df26afddbd,False
8b3abd12440a4d32b1a46f4514e732c9,False
b9236865042d471da052005cd720fcf7,True
439e03f145c749e2b0b763f9872e019c,False
97cd2ade92a4464699816d24904311a7,False
bffc2821f7624174aa18ed351593cd3f,False
4acfbd6099d444dd8f54d4b69892b02c,False
3eef65f09a614fbb843db8c7eb880b7b,True
8c833689cb0b40a7b126dc61d6876d3b,False
6b310839221044c687a6f695183e5bb5,True
c57ada45e33a4858bd861d719b655e83,False
0ad61bf043d64a979f1b238436428559,False
45dc1ff4e71e4050ac30fe6b7e4d9c25,False
9e2db5f5b1724eceaf2590067699a46c,True
cb09e62451704b8c8e405fcf606ba159,False
5858d0b2ad474366a638d7ee3f68e76c,False
7b470d962a3c49f5b02527169350feff,False
7dac3b5b351244d49b03322624a5b8de,False
5a8e4a1096c24a6795e44407cc536b0d,False
948fe08da76c4b87b581c9d4ce15b19a,True
09017367d6eb456685a0082ec1797eb4,True
34889549cf9b43bd8db17332813a0153,False
1e7cddd6fb064ae0a4870d426953788a,True
379935e5b5854f82a9b766b8d3c7b488,True
003e9c265d8b452dabbe079249a6e660,False
e63bfd3b6e2841cdb1ff9803441b9ed5,False
641c103ab2264879adc5ba610d4f5c7b,False
522462de99c540408e31918fc6e832f9,False
2312d40d27d44e758296655928f07155,False
c7bddad4ec3b4ac9839276e786f30b84,False
a465f6a6660c42fcb30ba77250b204ca,True
42b64d8e70a24f1d9f3e092965163067,False
